case,layer,band,input_energy,output_energy,gain_energy,gain_ratio
ESO_TJ_60017149369,f1,2,1.5522825717926025,0.028403759002685547,1.2541877031326294,0.8079635279828362
ESO_TJ_60017149369,f1,3,0.6108931303024292,0.014688843861222267,0.46410486102104187,0.7597153053440331
ESO_TJ_60017481027,f0,1,168.34051513671875,10.60242748260498,111.56731414794922,0.6627478480586715
ESO_TJ_60017481027,f0,2,74.91229248046875,2.100970983505249,56.87486267089844,0.759219358901961
ESO_TJ_60017481027,f0,3,59.90216827392578,1.3406530618667603,48.073787689208984,0.8025383566980787
ESO_TJ_60017481027,f1,1,21.20404815673828,0.3313600420951843,17.45545768737793,0.8232134523723039
ESO_TJ_60017481027,f1,2,1.8690526485443115,0.03697966784238815,1.4940564632415771,0.7993656382041485
ESO_TJ_60017481027,f1,3,0.7405210137367249,0.02910611405968666,0.5128577947616577,0.692563459034128
ESO_TJ_60017541611,f0,1,138.71182250976562,5.818477630615234,93.41413879394531,0.6734403535601161
ESO_TJ_60017541611,f0,2,71.49555206298828,2.475478172302246,49.852516174316406,0.6972813655651635
ESO_TJ_60017541611,f0,3,40.227935791015625,1.2165186405181885,28.865493774414062,0.7175484699083184
ESO_TJ_60017541611,f1,1,20.703596115112305,0.3596310019493103,16.81842613220215,0.8123432295863307
ESO_TJ_60017541611,f1,2,1.797010898590088,0.0328613743185997,1.4617207050323486,0.8134178296739228
ESO_TJ_60017541611,f1,3,0.9403176307678223,0.028631385415792465,0.6861039400100708,0.7296512556603865
ESO_TJ_60017544096,f0,1,143.68943786621094,6.539042949676514,96.93543243408203,0.6746176606546254
ESO_TJ_60017544096,f0,2,67.455322265625,1.996793508529663,48.756675720214844,0.7227995372732858
ESO_TJ_60017544096,f0,3,42.14102554321289,1.0007572174072266,31.81279754638672,0.7549127515599733
ESO_TJ_60017544096,f1,1,20.847614288330078,0.3718380331993103,16.643665313720703,0.7983486783442925
ESO_TJ_60017544096,f1,2,1.3584333658218384,0.02978750318288803,1.0533493757247925,0.7754148287477842
ESO_TJ_60017544096,f1,3,0.53504478931427,0.014198170974850655,0.3958861827850342,0.7399122292017352
ESO_TJ_60017676085,f0,1,161.83038330078125,6.10136604309082,113.64192962646484,0.7022286378401943
ESO_TJ_60017676085,f0,2,70.04715728759766,2.0446460247039795,51.36732482910156,0.7333249030820524
ESO_TJ_60017676085,f0,3,38.615577697753906,0.8818925619125366,29.958477020263672,0.775813254815179
ESO_TJ_60017676085,f1,1,20.40428924560547,0.3879944682121277,16.13903045654297,0.7909626384079068
ESO_TJ_60017676085,f1,2,1.3922176361083984,0.030479606240987778,1.0758025646209717,0.7727258560143945
