case,layer,band,input_high_ratio,output_high_ratio,high_ratio_delta,input_boundary_energy_ratio,output_boundary_energy_ratio,boundary_energy_delta
ESO_TJ_60016836064,f1,3,2.2702244740697124e-05,0.01295666641226654,0.012933964167525843,0.8843301343105526,0.850273481241176,-0.03405665306937666
ESO_TJ_60016973126,f0,1,0.8115760350867873,0.7604715713493994,-0.05110446373738797,0.7691281355771598,0.8437256210161929,0.0745974854390331
ESO_TJ_60016973126,f0,2,0.006924381360087443,0.07189704284444069,0.06497266148435325,0.7428198691278993,0.803881553797822,0.06106168466992268
ESO_TJ_60016973126,f0,3,6.2867841589615594e-06,0.022054937000489074,0.022048650216330113,0.7390853518554535,0.7886908420049898,0.0496054901495363
ESO_TJ_60016973126,f1,1,0.9498771196101006,0.9070549649610922,-0.042822154649008404,0.9023788436459417,0.881542100320266,-0.020836743325675644
ESO_TJ_60016973126,f1,2,0.02133834072218632,0.09756303550723928,0.07622469478505296,0.9328505192341626,0.9236042199467496,-0.009246299287413051
ESO_TJ_60016973126,f1,3,1.8767866451413406e-05,0.015203476807301778,0.015184708940850365,0.8999801252510473,0.87672546050886,-0.023254664742187292
ESO_TJ_60017000815,f0,1,0.8481304409577771,0.8110035597425886,-0.03712688121518848,0.7112846734974825,0.8357005378216581,0.12441586432417562
ESO_TJ_60017000815,f0,2,0.006580293509407763,0.05493881273089691,0.04835851922148915,0.6414449324570917,0.7328696689328812,0.09142473647578953
ESO_TJ_60017000815,f0,3,4.998407229059093e-06,0.02643274394565722,0.026427745538428162,0.6121239710698663,0.7247485611649183,0.11262459009505199
ESO_TJ_60017000815,f1,1,0.9560309496010332,0.9133031500631805,-0.04272779953785266,0.851022954220201,0.8588802983900546,0.00785734416985362
ESO_TJ_60017000815,f1,2,0.020687962465883974,0.10351566325958704,0.08282770079370307,0.8925623828611876,0.8980440315370849,0.005481648675897288
ESO_TJ_60017000815,f1,3,2.293600412759125e-05,0.0222394797606635,0.02221654375653591,0.8781406216711518,0.8763567904958888,-0.0017838311752630398
ESO_TJ_60017001645,f0,1,0.8566760062597815,0.8243370836500024,-0.03233892260977911,0.6775253103316957,0.78892360038395,0.11139829005225432
ESO_TJ_60017001645,f0,2,0.007901060317914613,0.05568732027495234,0.047786259957037724,0.687664842297061,0.7544916533686368,0.06682681107157573
ESO_TJ_60017001645,f0,3,6.216776957163182e-06,0.02682354376905873,0.02681732699210157,0.6477632116111623,0.761569867318901,0.11380665570773862
ESO_TJ_60017001645,f1,1,0.9567705332303439,0.912864959856333,-0.04390557337401091,0.8166410795720659,0.9156690854031241,0.0990280058310582
ESO_TJ_60017001645,f1,2,0.020744119828832435,0.09340060836897768,0.07265648854014524,0.8468479900247325,0.9305250684957161,0.0836770784709836
ESO_TJ_60017001645,f1,3,2.3674824108532047e-05,0.01523226192929405,0.015208587105185517,0.8551977684741126,0.8726760956221622,0.017478327148049644
ESO_TJ_60017149369,f0,1,0.8634270666543938,0.8018570120218345,-0.06157005463255938,0.6487771383845904,0.8183607333039754,0.16958359491938502
ESO_TJ_60017149369,f0,2,0.010072142010426895,0.06712401147493874,0.057051869464511844,0.6318004936317507,0.7078883950400767,0.076087901408326
ESO_TJ_60017149369,f0,3,7.082267640969676e-06,0.023384628540234976,0.023377546272594005,0.6241803481432245,0.7023909052787205,0.07821055713549596
ESO_TJ_60017149369,f1,1,0.9616651904621014,0.9353180875482638,-0.026347102913837572,0.8988096195777973,0.8195929978874791,-0.07921662169031818
ESO_TJ_60017149369,f1,2,0.018400956841182002,0.09385827337639234,0.07545731653521034,0.8870456453140882,0.8542182542398598,-0.032827391074228496
